FKI64VWB,Santos,ipsum.Suspendisse@ipsum.edu,Our Town,The Broadway Theatre,2008-11-02,4,113.40
FKI64VWB,Santos,ipsum.Suspendisse@ipsum.edu,Gladys Knight,Turner Field,2008-02-17,2,82.50
LRX91PTX,Gaines,nunc@quis.ca,Black Kids,Rose Garden,2008-11-17,1,34.95
LRX91PTX,Gaines,nunc@quis.ca,Lonestar,Oracle Arena,2008-04-13,1,60.15
PWR12QKO,Walter,ultrices@ut.com,Little River Band,Minute Maid Park,2008-10-09,1,72.90
PWR12QKO,Walter,ultrices@ut.com,Sound Tribe Sector 9,Raymond James Stadium,2008-01-04,2,65.40
WJW79MZG,Mcfadden,faucibus.leo@leoinlobortis.com,Othello,San Jose Repertory Theatre,2008-04-06,2,112.20
WJW79MZG,Mcfadden,faucibus.leo@leoinlobortis.com,The Lion King,Music Box Theatre,2008-04-03,2,6.60
WJW79MZG,Mcfadden,faucibus.leo@leoinlobortis.com,Passing Strange,Paramount Theatre,2008-08-08,2,9.90
QUK81NLF,Gould,ante.iaculis.nec@justoeuarcu.org,A Catered Affair,Brooks Atkinson Theatre,2008-05-01,2,66.60
UGY00MYM,Wiley,mattis.ornare.lectus@ipsum.org,Natasha Bedingfield,The Home Depot Center,2008-05-01,2,62.40
UGY00MYM,Wiley,mattis.ornare.lectus@ipsum.org,Girl Talk,Reliant Stadium,2008-06-12,2,67.20
UGY00MYM,Wiley,mattis.ornare.lectus@ipsum.org,Hairspray,New Amsterdam Theatre,2008-04-25,1,18.60
UGY00MYM,Wiley,mattis.ornare.lectus@ipsum.org,Our Town,Belasco Theatre,2008-06-20,1,34.35
JSA33PGO,Burns,diam.luctus.lobortis@convallis.edu,Cowboy Junkies,Bell Centre,2008-11-23,1,129.60
THA97IUA,Avery,amet.orci@intempuseu.org,Montgomery Gentry,PNC Park,2008-09-24,3,152.10
THA97IUA,Avery,amet.orci@intempuseu.org,Passing Strange,San Jose Repertory Theatre,2008-05-01,3,20.70
GKC27PVA,Whitehead,Integer.vulputate.risus@aarcuSed.org,The Homecoming,Circle in the Square Theatre,2008-09-11,2,103.80
GKC27PVA,Whitehead,Integer.vulputate.risus@aarcuSed.org,Oedipus the King,Royce Hall,2008-03-18,2,90.00
GKC27PVA,Whitehead,Integer.vulputate.risus@aarcuSed.org,To Be or Not To Be,Bernard B. Jacobs Theatre,2008-02-28,2,54.90
KEI90POO,Cervantes,libero@Aliquamfringilla.com,To Be or Not To Be,Majestic Theatre,2008-02-08,2,29.70
KEI90POO,Cervantes,libero@Aliquamfringilla.com,Fleet Foxes,Amway Arena,2008-11-01,2,671.70
XUN03OOS,Mendoza,in.consequat.enim@Curabitur.ca,Gary Allan,Comerica Park,2008-10-18,1,40.20
XUN03OOS,Mendoza,in.consequat.enim@Curabitur.ca,George Thorogood and the Destroyers,Rice-Eccles Stadium,2008-04-15,3,103.05
XUN03OOS,Mendoza,in.consequat.enim@Curabitur.ca,Thurgood,Greek Theatre,2008-07-12,1,68.40
GND70GSG,Sloan,auctor.vitae.aliquet@tristiqueac.edu,G. Love and Special Sauce,Tropicana Field,2008-05-01,1,54.75
IJE70DBU,Booker,rutrum@metus.ca,.38 Special,Saratoga Springs Performing Arts Center,2008-11-20,1,71.55
JDK68RDD,Perez,Suspendisse.commodo@metusIn.org,Ring Cycle,Grand 1894 Opera House,2008-10-08,2,111.00
HAO70BNY,Becker,vitae.erat@magnaet.com,Memphis - The Birth of Rock n Roll,Longacre Theatre,2008-04-22,1,56.10
HAO70BNY,Becker,vitae.erat@magnaet.com,Jessica Simpson,Texas Stadium,2008-03-19,2,107.70
VCP58ZKY,Castaneda,massa.rutrum.magna@velpede.ca,Phil Vassar,Qualcomm Stadium,2008-06-25,4,40.80
VCP58ZKY,Castaneda,massa.rutrum.magna@velpede.ca,Conor Oberst,Target Center,2008-11-13,1,45.45
TGS80UGG,Landry,ullamcorper.Duis@vitaeodiosagittis.ca,Duran Duran,E.J. Nutter Center,2008-09-29,2,37.20
JPH47UKZ,Frost,lacus.Ut.nec@Etiam.com,Demi Lovato,Nassau Veterans Memorial Coliseum,2008-02-27,2,36.00
DYC98RMN,Williams,auctor.nunc.nulla@lobortisnisinibh.ca,Beck,Quicken Loans Arena,2008-10-11,1,69.75
DYC98RMN,Williams,auctor.nunc.nulla@lobortisnisinibh.ca,Passing Strange,Broadhurst Theatre,2008-11-20,1,6.30
TKP58JFL,Wood,pede.sagittis@cursus.ca,Keith Urban,Target Center,2008-02-24,3,61.65
IZJ02SLT,Bush,cursus.et.magna@vitaealiquetnec.ca,Dandy Warhols,Busch Stadium,2008-05-01,4,126.00
YHQ35IEO,Cantu,gravida.nunc@Crassed.com,George Thorogood,Miller Park,2008-01-06,4,292.80
ANM18LNN,Bailey,sed.sem.egestas@faucibusutnulla.org,The Guess Who,Joe Louis Arena,2008-04-20,2,37.50
VCS57HTF,Fuller,diam.Sed@velconvallisin.edu,Miss Julie,Richard Rodgers Theatre,2008-03-25,2,132.30
NHV11CVR,Marks,magna.sed.dui@IncondimentumDonec.ca,Fleet Foxes,Ford Field,2008-04-25,1,176.85
JMU62ZAN,Crawford,mi@parturientmontes.edu,Jersey Boys,The Guthrie Theater,2008-12-21,4,60.00
YDN30MVS,Fitzpatrick,lectus.justo@porttitor.ca,Danny Nova,Safeco Field,2008-09-04,1,149.10
GWF00OUW,Cooper,natoque.penatibus@vitae.org,Rock the Bells,Wachovia Center,2008-08-25,2,69.00
ZQG34UXP,Hardy,dictum.magna@utsem.edu,Kenny Chesney,Izod Center,2008-03-12,1,351.60
ZQG34UXP,Hardy,dictum.magna@utsem.edu,Sunday in the Country,Air Canada Centre,2008-10-17,4,132.60
QWY08WTO,Martin,dis.parturient@sedsapienNunc.ca,Das Rheingold,Lyric Opera House,2008-12-06,2,53.40
QDN24EAZ,Page,vitae@Nam.ca,Hedda Gabler,Lincoln Center for the Performing Arts,2008-02-27,2,12.60
KTF28WPH,Moore,ut.cursus.luctus@tincidunt.org,Led Zeppelin,Fox Theatre,2008-07-26,1,58.35
KTF28WPH,Moore,ut.cursus.luctus@tincidunt.org,As You Like It,Paramount Theatre,2008-06-26,1,13.95
DGG90RXB,Chandler,blandit.Nam.nulla@metusAliquam.ca,Gotterdammerung,Grand 1894 Opera House,2008-10-28,2,146.10
GJQ76DTY,Mcclure,ligula@vel.org,Uncle Vanya,Minskoff Theatre,2008-04-19,1,43.80
GJQ76DTY,Mcclure,ligula@vel.org,Jimmy Buffett,Shoreline Amphitheatre,2008-02-23,1,24.00
RXL32CYR,Wall,in.dolor@nuncIn.edu,Govt Mule,Conseco Fieldhouse,2008-10-04,1,5.40
BJH37VNS,Rivers,egestas@quisdiam.edu,Nas,Busch Stadium,2008-01-20,1,10.50
KKH81YRT,Sharp,non.ante@erosProinultrices.edu,Gipsy Kings,BMO Field,2008-01-31,1,50.70
OME98MGB,Stuart,condimentum.eget@ligula.com,Insane Clown Posse,Paul Brown Stadium,2008-08-31,2,45.30
HVV13JST,Gamble,mollis.non@adipiscing.edu,Gotterdammerung,Metropolitan Opera,2008-12-12,1,28.50
HVV13JST,Gamble,mollis.non@adipiscing.edu,Dropkick Murphys,Nassau Veterans Memorial Coliseum,2008-03-15,2,22.50
MJV75TPW,Serrano,non.dui@mipede.ca,Motley Crue,Dodger Stadium,2008-07-04,1,22.65
XGR46UGA,Patel,Mauris@est.com,Alice Cooper,Coors Field,2008-06-05,3,50.85
LYQ45OTH,Durham,sed@libero.org,Romeo and Juliet,Walter Kerr Theatre,2008-04-10,1,31.50
LYQ45OTH,Durham,sed@libero.org,Boston,Soldier Field,2008-11-05,1,17.55
WIF35WIW,Peck,lectus.convallis@dictumplacerat.com,November,Gerald Schoenfeld Theatre,2008-02-16,3,213.75
MWV80HMV,Clay,semper.tellus.id@Donecelementum.ca,Die Walkure,Detroit Opera House,2008-07-05,2,45.60
XDZ12NPS,Hatfield,dui@egetodioAliquam.ca,Brooks and Dunn,Miller Park,2008-05-01,1,36.75
XDZ12NPS,Hatfield,dui@egetodioAliquam.ca,A Tale of Two Cities,Walter Kerr Theatre,2008-11-08,1,24.75
XDZ12NPS,Hatfield,dui@egetodioAliquam.ca,Isaac Hayes,Columbus Crew Stadium,2008-02-03,1,14.85
XDZ12NPS,Hatfield,dui@egetodioAliquam.ca,Chaka Khan,FedExForum,2008-10-17,1,15.45
WFO95OWC,Bradshaw,in.hendrerit.consectetuer@Aliquamauctor.com,Bette Midler,Nationwide Arena,2008-04-22,2,63.60
WFO95OWC,Bradshaw,in.hendrerit.consectetuer@Aliquamauctor.com,Dirty Dancing,Ambassador Theatre,2008-11-13,2,57.90
ZUC30ULQ,Daniels,non.vestibulum.nec@volutpatNulladignissim.edu,Cake,Shoreline Amphitheatre,2008-11-08,2,23.10
CEW43OLE,Lloyd,Curabitur.sed@Nuncmaurissapien.edu,Boz Scaggs,New Orleans Arena,2008-05-01,1,16.50
CEW43OLE,Lloyd,Curabitur.sed@Nuncmaurissapien.edu,Aimee Mann,Ford Field,2008-12-22,1,40.95
FZG14CDZ,Wolfe,lobortis@turpis.org,Pepe Aguilar,Bradley Center,2008-04-02,2,100.80
FZG14CDZ,Wolfe,lobortis@turpis.org,Siegfried,Metropolitan Opera,2008-09-27,1,21.00
AYL89TXG,Stokes,ornare@velpedeblandit.org,Christina Aguilera,Saratoga Springs Performing Arts Center,2008-05-01,2,23.40
CPJ52GMF,Barnes,sollicitudin@necmauris.org,Shrek the Musical,Curran Theatre,2008-07-09,2,28.80
QPI82JOU,Peterson,Ut.nec@mollis.ca,Madonna,LP Field,2008-03-19,1,34.95
IDT69IMQ,Joyce,accumsan@Sed.org,Thais,Grand 1894 Opera House,2008-11-11,2,79.80
INR47STE,Wells,vel.arcu.eu@lacus.com,Mary Poppins,Hilton Theatre,2008-04-01,1,69.15
DNI11AYQ,Collins,mauris.sagittis.placerat@amifringilla.org,Cake,Minute Maid Park,2008-12-22,4,45.00
KZG24ZLT,Estes,ultrices@purus.com,70s Soul Jam,Soldier Field,2008-09-11,1,3.15
OWS31LRT,Burt,non.sapien.molestie@turpisegestas.com,Cirque du Soleil,Pasadena Playhouse,2008-02-23,2,31.80
OWS31LRT,Burt,non.sapien.molestie@turpisegestas.com,Billy Joel,RBC Center,2008-01-21,3,36.90
HXY36QUA,Rodriquez,Vestibulum@sociosqu.org,Spring Awakening,Curran Theatre,2008-04-01,1,47.85
WXC49TFY,Kent,sit.amet.risus@temporeratneque.com,Brooks and Dunn,AT&T Park,2008-06-07,1,23.40
WXC49TFY,Kent,sit.amet.risus@temporeratneque.com,Citizen Cope,AT&T Park,2008-02-11,2,70.50
NPE79NWK,Hutchinson,mollis@sed.edu,Isaac Hayes,LP Field,2008-10-28,1,14.25
NPE79NWK,Hutchinson,mollis@sed.edu,Wynonna,E.J. Nutter Center,2008-02-11,1,57.15
JKY22RFE,Strickland,et@ante.com,3 Doors Down,BankAtlantic Center,2008-10-01,2,56.10
PGO34XBN,Bentley,nunc@luctussit.ca,All My Sons,Greek Theatre,2008-04-04,2,545.70
DHQ11KQG,Dale,Proin@sitamet.edu,To Be or Not To Be,Richard Rodgers Theatre,2008-01-25,1,96.75
DHQ11KQG,Dale,Proin@sitamet.edu,Wyclef Jean,Fox Theatre,2008-11-25,1,74.55
YEX58RBX,Harrison,congue.a.aliquet@ante.com,The Guess Who,LP Field,2008-08-21,2,69.60
VCO52DKQ,Huffman,nec.mauris.blandit@diamvelarcu.ca,Temptations,Oriole Park at Camden Yards,2008-11-06,2,14.40
WUG08YQC,Benton,mi.Duis@egestas.ca,Rhinoceros,Helen Hayes Theatre,2008-11-27,2,102.90
WUG08YQC,Benton,mi.Duis@egestas.ca,English Beat,Tropicana Field,2008-12-18,2,34.80
QLW20IVL,Bender,Ut.semper.pretium@utipsum.edu,Southside Johnny & the Asbury Jukes,Fox Theatre,2008-10-31,2,115.80
IZL52LYK,Morris,dictum.placerat@facilisis.org,Montgomery Gentry,Ford Field,2008-03-10,4,246.00
XGX56FGT,Decker,ante.blandit.viverra@nequeet.ca,Kenny Chesney,Izod Center,2008-03-12,2,703.20
OGM62ONQ,Fowler,egestas@Integer.com,Randy Travis,INVESCO Field,2008-08-09,2,129.00
OGM62ONQ,Fowler,egestas@Integer.com,Killers,Lincoln Financial Field,2008-07-20,1,35.55
VMC76NLF,Gardner,tellus.id@sempercursusInteger.com,Hedda Gabler,Al Hirschfeld Theatre,2008-08-23,4,97.80
LOB75GNN,Stanley,montes.nascetur@urnaNuncquis.org,Chris Isaak,Jacksonville Municipal Stadium,2008-09-20,2,699.60
QPL77RRZ,Atkinson,et@utodiovel.com,Brian Jonestown Massacre,AT&T Center,2008-12-21,4,166.80
QPL77RRZ,Atkinson,et@utodiovel.com,Tokyo Police Club,Rogers Centre,2008-07-29,1,28.05
LWJ53TQY,Duran,nibh.enim.gravida@et.org,A Midsummer Night's Dream,Carnegie Hall,2008-09-06,2,26.40
ZVL58NIM,Franco,auctor@veliteusem.com,Hairspray,Neil Simon Theatre,2008-03-06,1,36.75
ZVL58NIM,Franco,auctor@veliteusem.com,Tony Bennett,Quicken Loans Arena,2008-03-11,3,117.45
GLM29WHG,Good,sit.amet.ultricies@scelerisquesedsapien.org,Wyclef Jean,Columbus Crew Stadium,2008-08-31,2,124.80
GLM29WHG,Good,sit.amet.ultricies@scelerisquesedsapien.org,Colbie Caillat,Buck Shaw Stadium,2008-06-18,4,297.00
GLM29WHG,Good,sit.amet.ultricies@scelerisquesedsapien.org,Jersey Boys,The Broadway Theatre,2008-06-22,1,5.85
MZF27PNX,Garrison,Nunc@loremlorem.edu,Young Frankenstein,Eugene O'Neill Theatre,2008-10-08,2,71.10
MZF27PNX,Garrison,Nunc@loremlorem.edu,Spamalot,Luxor Hotel,2008-03-07,2,24.30
MZF27PNX,Garrison,Nunc@loremlorem.edu,Hairspray,Brooks Atkinson Theatre,2008-10-20,2,180.90
OCS31MAD,Duffy,mattis.ornare@nasceturridiculusmus.ca,Wicked,Greek Theatre,2008-01-08,2,46.20
OCS31MAD,Duffy,mattis.ornare@nasceturridiculusmus.ca,Randy Travis,Bradley Center,2008-09-28,2,27.30
JNA86ITB,Robinson,auctor@loremtristique.org,Hamlet,Nederlander Theatre,2008-01-25,4,102.00
UNR17ZIQ,Spencer,urna@fermentummetusAenean.com,Alkaline Trio,Dick's Sporting Goods Park,2008-12-16,1,12.00
AYL38LXR,Hines,Nunc.commodo@Morbiaccumsanlaoreet.edu,Chicago,Helen Hayes Theatre,2008-09-27,1,21.00
JAD24EVZ,Mclaughlin,enim.Nunc.ut@risusquis.edu,Fleet Foxes,Buck Shaw Stadium,2008-01-29,2,125.70
KSV27JDW,Harrington,ullamcorper.Duis@egestas.edu,The Caretaker,The Broadway Theatre,2008-03-21,2,69.00
PEW54KFS,Hobbs,leo.Morbi.neque@Nam.com,State Fair,Nederlander Theatre,2008-05-01,1,40.35
PEW54KFS,Hobbs,leo.Morbi.neque@Nam.com,Umphreys McGee,PNC Park,2008-12-28,2,19.20
PEW54KFS,Hobbs,leo.Morbi.neque@Nam.com,Gretchen Wilson,Nationwide Arena,2008-06-27,4,55.80
VOA24KOZ,Velez,magna.a.tortor@id.com,Billy Elliot the Musical,Bernard B. Jacobs Theatre,2008-02-01,3,85.50
BVQ90UCC,Contreras,feugiat.metus@Aliquamauctor.org,Cavalleria Rusticana and Pagliacci,Lyric Opera House,2008-11-17,1,58.65
HVJ89AUH,Whitfield,Donec.feugiat@velvenenatis.ca,Vicente Fernandez,Citizens Bank Park,2008-06-01,1,61.95
APG33CIE,Norris,egestas@blanditNamnulla.org,Natasha Bedingfield,New York Giants Stadium,2008-06-14,1,32.40
APG33CIE,Norris,egestas@blanditNamnulla.org,Joanna Newsom,Honda Center,2008-11-27,4,142.20
APG33CIE,Norris,egestas@blanditNamnulla.org,Red Hot Chili Peppers,Ford Field,2008-11-04,1,38.70
XKF29VXL,Solomon,mauris@egetdictum.ca,Mary Poppins,Longacre Theatre,2008-01-16,2,36.60
XKF29VXL,Solomon,mauris@egetdictum.ca,Hall and Oates,RBC Center,2008-12-10,2,33.90
DHO55JFC,Simon,Donec.est.Nunc@egestas.com,Jack Johnson,Mellon Arena,2008-10-23,4,150.00
DHO55JFC,Simon,Donec.est.Nunc@egestas.com,Cavalleria Rusticana and Pagliacci,Kennedy Center Opera House,2008-04-04,1,66.00
RID65NNR,Mitchell,cursus@interdumenim.edu,Foreigner,Arrowhead Stadium,2008-12-08,1,38.55
RID65NNR,Mitchell,cursus@interdumenim.edu,La Rondine,Lyric Opera House,2008-05-01,1,51.45
RID65NNR,Mitchell,cursus@interdumenim.edu,Steve Miller Band,Madison Square Garden,2008-11-24,1,340.20
RID65NNR,Mitchell,cursus@interdumenim.edu,Cher,Nationals Park,2008-12-19,1,212.40
SIH73CEG,Russell,scelerisque.scelerisque.dui@Curabitur.com,Electra,St. James Theatre,2008-10-15,1,63.75
SIH73CEG,Russell,scelerisque.scelerisque.dui@Curabitur.com,James Blunt,The Home Depot Center,2008-01-09,1,340.35
SIH73CEG,Russell,scelerisque.scelerisque.dui@Curabitur.com,George Clinton,Philips Arena,2008-07-08,1,42.30
SIH73CEG,Russell,scelerisque.scelerisque.dui@Curabitur.com,The Police,Edward Jones Dome,2008-07-04,1,5.70
KUB83ATY,Maxwell,ante.iaculis@quis.org,Pepe Aguilar,Staples Center,2008-04-12,2,42.30
KUB83ATY,Maxwell,ante.iaculis@quis.org,Glengarry Glen Ross,Biltmore Theatre,2008-10-19,2,81.90
FGI84ZNL,Pratt,leo.in.lobortis@etultricesposuere.com,L Elisir d Amore,San Francisco Opera,2008-08-31,4,696.00
CPH96QOA,Strong,egestas.nunc@metusAliquamerat.com,Rod Stewart,The Home Depot Center,2008-04-17,1,17.25
RZD28TVM,Webster,gravida.Aliquam.tincidunt@commodoipsum.com,Steely Dan,St. Pete Times Forum,2008-01-17,1,50.25
RZD28TVM,Webster,gravida.Aliquam.tincidunt@commodoipsum.com,The Seafarer,Belasco Theatre,2008-01-16,2,75.90
SMP61PPL,Combs,parturient.montes.nascetur@necmetus.com,Sheryl Crow,Fenway Park,2008-07-27,4,33.00
JCK30XFP,Spence,aliquet@velit.org,Kid Rock,General Motors Place,2008-01-17,1,19.65
ULR33OEI,Mcknight,nisi.sem.semper@Aliquamvulputate.com,Oedipus the King,Lincoln Center for the Performing Arts,2008-06-06,1,19.80
ULR33OEI,Mcknight,nisi.sem.semper@Aliquamvulputate.com,Manhattan Transfer,Xcel Energy Center,2008-11-14,2,34.20
ADP68USI,Medina,odio@felispurus.org,Poison,Villa Montalvo,2008-01-21,2,31.50
JFK57TKZ,Patterson,egestas.lacinia.Sed@lectuspede.org,Michael McDonald,Gillette Stadium,2008-10-18,2,141.00
QOU49NWT,Bray,vel.nisl.Quisque@eusemPellentesque.com,La Boheme,War Memorial Opera House,2008-06-18,2,66.60
IHJ93ZEL,Vang,parturient@Seddictum.ca,Steven Curtis Chapman,Reliant Stadium,2008-07-05,4,36.60
ZGH06FIZ,Cervantes,Suspendisse.aliquet.molestie@purusaccumsaninterdum.com,Memphis - The Birth of Rock n Roll,Walter Kerr Theatre,2008-10-18,2,24.00
ZGH06FIZ,Cervantes,Suspendisse.aliquet.molestie@purusaccumsaninterdum.com,Earth Wind and Fire,PETCO Park,2008-12-03,1,27.45
EFT63QXN,Rice,vulputate@dictum.ca,Rodrigo y Gabriela,Turner Field,2008-06-13,3,64.80
EFT63QXN,Rice,vulputate@dictum.ca,Aretha Franklin,Pepsi Center,2008-02-19,1,37.50
FJO66MGK,Marks,tincidunt.pede.ac@tinciduntnibh.com,Mars Volta,Qwest Field,2008-07-06,2,51.00
FJO66MGK,Marks,tincidunt.pede.ac@tinciduntnibh.com,Fiction Plane,Qwest Field,2008-10-17,2,27.60
FJO66MGK,Marks,tincidunt.pede.ac@tinciduntnibh.com,Seven Brides for Seven Brothers,American Airlines Theatre,2008-11-25,2,30.90
FJO66MGK,Marks,tincidunt.pede.ac@tinciduntnibh.com,Barenaked Ladies,Bank of America Stadium,2008-04-14,4,299.40
NRG61WAM,Best,dapibus.quam.quis@non.com,Shrek the Musical,Minskoff Theatre,2008-05-01,2,78.30
JDP57DIB,Hurst,et.netus@litoratorquent.com,Phil Vassar,Qualcomm Stadium,2008-06-25,1,10.20
JDP57DIB,Hurst,et.netus@litoratorquent.com,Beatles LOVE,Caesars Palace,2008-03-07,4,51.60
JDP57DIB,Hurst,et.netus@litoratorquent.com,Phil Vassar,Hubert H. Humphrey Metrodome,2008-07-09,2,68.10
JDP57DIB,Hurst,et.netus@litoratorquent.com,Vicente Fernandez,Gillette Stadium,2008-08-07,2,99.30
LNG33UCP,Mckinney,Nullam@aliquetnec.edu,Jamboree in the Hills,Saratoga Springs Performing Arts Center,2008-10-23,2,40.50
